8.4,REQUIRED,mcc_generated_files\system\src\dmt.c:148:47,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\dmt.c:46:10,"A compatible declaration shall be visible when an object or function with external linkage is defined"
7.2,REQUIRED,mcc_generated_files\system\src\pins.c:61:13,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\pins.c:62:13,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\pins.c:63:13,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\pins.c:64:13,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:87:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:94:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:101:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:135:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:142:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:149:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.9,ADVISORY,mcc_generated_files\system\src\traps.c:47:17,"An object should be defined at block scope if its identifier only appears in a single function"
11.4,ADVISORY,mcc_generated_files\system\src\traps.c:83:13,"A conversion should not be performed between a pointer to object and an integer type"
2.7,ADVISORY,mcc_generated_files\uart\src\uart1.c:296:59,"There should be no unused parameters in functions"
8.9,ADVISORY,mcc_generated_files\uart\src\uart1.c:98:3,"An object should be defined at block scope if its identifier only appears in a single function"
10.4,REQUIRED,mcc_generated_files\uart\src\uart1.c:208:44,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,mcc_generated_files\uart\src\uart1.c:212:44,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,mcc_generated_files\uart\src\uart1.c:216:44,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,mcc_generated_files\uart\src\uart1.c:221:44,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,mcc_generated_files\uart\src\uart1.c:226:44,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,mcc_generated_files\uart\src\uart1.c:253:77,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,mcc_generated_files\uart\src\uart1.c:281:48,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
11.5,ADVISORY,mcc_generated_files\uart\src\uart1.c:302:23,"A conversion should not be performed from pointer to void into pointer to object"
15.6,REQUIRED,mcc_generated_files\uart\src\uart1.c:298:5,"The body of an iteration-statement or a selection-statement shall be a compound-statement"
15.6,REQUIRED,mcc_generated_files\uart\src\uart1.c:301:9,"The body of an iteration-statement or a selection-statement shall be a compound-statement"
19.2,ADVISORY,mcc_generated_files\uart\src\uart1.c:86:8,"The union keyword should not be used"
2.4,ADVISORY,mcc_generated_files\system\reset_types.h:47:1,"A project should not contain unused tag declarations"
2.4,ADVISORY,mcc_generated_files\uart\uart_types.h:47:22,"A project should not contain unused tag declarations"
2.4,ADVISORY,mcc_generated_files\system\traps.h:52:1,"A project should not contain unused tag declarations"
2.5,ADVISORY,mcc_generated_files\crc\crc.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\crc\crc_interface.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\crc\crc_types.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\system.h:40:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\system_types.h:37:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\clock.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\clock.h:50:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\clock.h:57:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\clock.h:64:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\dmt.h:41:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\interrupt.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\interrupt_types.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\pins.h:40:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\reset.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\reset_types.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:66:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:72:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:78:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:84:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:90:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:96:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:102:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:108:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:114:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:120:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:126:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:132:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:138:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:144:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:150:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:156:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart1.h:162:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart_interface.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\uart\uart_types.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\traps.h:39:0,"A project should not contain unused macro declarations"
2.5,ADVISORY,mcc_generated_files\system\watchdog.h:38:0,"A project should not contain unused macro declarations"
8.7,ADVISORY,mcc_generated_files\crc\src\crc.c:415:6,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\crc\src\crc.c:423:29,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\crc\src\crc.c:456:10,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\system\src\dmt.c:134:6,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\system\src\dmt.c:142:29,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\system\src\reset.c:158:10,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\uart\src\uart1.c:239:10,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\uart\src\uart1.c:171:6,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\uart\src\uart1.c:166:6,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
8.7,ADVISORY,mcc_generated_files\uart\src\uart1.c:151:6,"Functions and objects should not be defined with external linkage if the are referenced in only one translation unit"
